2025-06-15 21:55:49 | services.excel_handler | INFO     | Loaded products Excel file: data\sample_products.xlsx
2025-06-18 09:28:32 | facebook_bot_i*****d@test.com | WARNING  | Not logged in - attempting to log in
2025-06-18 09:28:33 | utils.browser_utils  | INFO     | Chrome WebDriver setup successful
2025-06-18 09:28:33 | facebook_bot_i*****d@test.com | INFO     | Browser setup completed
2025-06-18 09:28:35 | utils.browser_utils  | INFO     | Page loaded in 1.87s
2025-06-18 09:28:59 | facebook_bot_i*****d@test.com | INFO     | Found login indicator - already logged in
2025-06-18 09:28:59 | facebook_bot_i*****d@test.com | INFO     | Already logged in to Facebook
2025-06-18 09:29:21 | facebook_bot_i*****d@test.com | INFO     | Found login indicator - already logged in
2025-06-18 09:29:21 | facebook_bot_i*****d@test.com | INFO     | Login verification successful
2025-06-18 09:29:21 | facebook             | INFO     | FB_ACTION | session_start | i*****d@test.com | SUCCESS | Session started in 49.06s
2025-06-18 09:29:21 | facebook_bot_i*****d@test.com | INFO     | Facebook session started successfully in 49.06s
2025-06-18 09:29:59 | services.excel_handler | INFO     | Loaded accounts Excel file: data\sample_accounts.xlsx
2025-06-18 09:29:59 | services.excel_handler | INFO     | Successfully loaded 3 accounts
2025-06-18 09:30:00 | utils.browser_utils  | INFO     | Chrome WebDriver setup successful
2025-06-18 09:30:00 | facebook_bot_s*****1@gmail.com | INFO     | Browser setup completed
2025-06-18 09:30:02 | utils.browser_utils  | INFO     | Page loaded in 1.39s
2025-06-18 09:30:04 | utils.browser_utils  | INFO     | Browser cleanup completed
2025-06-18 09:30:08 | services.excel_handler | INFO     | Loaded accounts Excel file: data\sample_accounts.xlsx
2025-06-18 09:30:08 | services.excel_handler | INFO     | Successfully loaded 3 accounts
2025-06-18 09:30:08 | services.excel_handler | INFO     | Loaded accounts Excel file: data\sample_accounts.xlsx
2025-06-18 09:30:08 | services.excel_handler | INFO     | Successfully loaded 3 accounts
2025-06-18 09:30:08 | services.excel_handler | INFO     | Loaded accounts Excel file: data\sample_accounts.xlsx
2025-06-18 09:30:08 | services.excel_handler | INFO     | Successfully loaded 3 accounts
2025-06-18 09:30:10 | utils.browser_utils  | INFO     | Chrome WebDriver setup successful
2025-06-18 09:30:10 | facebook_bot_s*****1@gmail.com | INFO     | Browser setup completed
2025-06-18 09:30:12 | utils.browser_utils  | INFO     | Page loaded in 1.93s
2025-06-18 09:30:14 | utils.browser_utils  | INFO     | Browser cleanup completed
2025-06-19 09:10:40 | services.excel_handler | INFO     | Loaded accounts Excel file: data\sample_accounts.xlsx
2025-06-19 09:10:40 | services.excel_handler | INFO     | Successfully loaded 3 accounts
2025-06-19 09:10:41 | utils.browser_utils  | INFO     | Chrome WebDriver setup successful
2025-06-19 09:10:41 | facebook_bot_s*****1@gmail.com | INFO     | Browser setup completed
2025-06-19 09:10:43 | utils.browser_utils  | INFO     | Page loaded in 1.77s
2025-06-19 09:10:45 | utils.browser_utils  | INFO     | Browser cleanup completed
2025-06-19 09:10:50 | services.excel_handler | INFO     | Loaded accounts Excel file: data\sample_accounts.xlsx
2025-06-19 09:10:50 | services.excel_handler | INFO     | Successfully loaded 3 accounts
2025-06-19 09:10:50 | services.excel_handler | INFO     | Loaded accounts Excel file: data\sample_accounts.xlsx
2025-06-19 09:10:50 | services.excel_handler | INFO     | Successfully loaded 3 accounts
2025-06-19 09:10:50 | services.excel_handler | INFO     | Loaded accounts Excel file: data\sample_accounts.xlsx
2025-06-19 09:10:50 | services.excel_handler | INFO     | Successfully loaded 3 accounts
2025-06-19 09:10:51 | utils.browser_utils  | INFO     | Chrome WebDriver setup successful
2025-06-19 09:10:51 | facebook_bot_s*****1@gmail.com | INFO     | Browser setup completed
2025-06-19 09:10:53 | utils.browser_utils  | INFO     | Page loaded in 2.28s
2025-06-19 09:10:56 | utils.browser_utils  | INFO     | Browser cleanup completed
2025-06-19 09:31:54 | services.excel_handler | INFO     | Created sample products file: data\sample_data\sample_products.xlsx
2025-06-19 09:31:54 | services.excel_handler | INFO     | Created sample accounts file: data\sample_data\sample_accounts.xlsx
2025-06-19 09:31:54 | services.excel_handler | INFO     | Loaded products Excel file: data\sample_data\sample_products.xlsx
2025-06-19 09:31:54 | services.excel_handler | INFO     | Successfully loaded 3 products
2025-06-19 09:31:54 | services.excel_handler | INFO     | Loaded accounts Excel file: data\sample_data\sample_accounts.xlsx
2025-06-19 09:31:54 | services.excel_handler | INFO     | Successfully loaded 3 accounts
2025-06-19 09:31:54 | __main__             | INFO     | Loaded 3 products and 3 accounts
2025-06-19 09:32:34 | services.excel_handler | INFO     | Created sample products file: data\sample_data\sample_products.xlsx
2025-06-19 09:32:34 | services.excel_handler | INFO     | Created sample accounts file: data\sample_data\sample_accounts.xlsx
2025-06-19 09:32:34 | services.excel_handler | INFO     | Loaded products Excel file: data\sample_data\sample_products.xlsx
2025-06-19 09:32:34 | services.excel_handler | INFO     | Successfully loaded 3 products
2025-06-19 09:32:34 | services.excel_handler | INFO     | Loaded accounts Excel file: data\sample_data\sample_accounts.xlsx
2025-06-19 09:32:34 | services.excel_handler | INFO     | Successfully loaded 3 accounts
2025-06-19 09:32:34 | __main__             | INFO     | Loaded 3 products and 3 accounts
2025-06-19 09:32:35 | utils.browser_utils  | INFO     | Chrome WebDriver setup successful
2025-06-19 09:32:37 | utils.browser_utils  | INFO     | Browser cleanup completed
2025-06-19 09:33:07 | services.excel_handler | INFO     | Created sample products file: data\sample_data\sample_products.xlsx
2025-06-19 09:33:07 | services.excel_handler | INFO     | Created sample accounts file: data\sample_data\sample_accounts.xlsx
2025-06-19 09:33:07 | services.excel_handler | INFO     | Loaded products Excel file: data\sample_data\sample_products.xlsx
2025-06-19 09:33:07 | services.excel_handler | INFO     | Successfully loaded 3 products
2025-06-19 09:33:07 | services.excel_handler | INFO     | Loaded accounts Excel file: data\sample_data\sample_accounts.xlsx
2025-06-19 09:33:07 | services.excel_handler | INFO     | Successfully loaded 3 accounts
2025-06-19 09:33:07 | __main__             | INFO     | Loaded 3 products and 3 accounts
2025-06-19 09:33:08 | utils.browser_utils  | INFO     | Chrome WebDriver setup successful
2025-06-19 09:33:10 | utils.browser_utils  | INFO     | Browser cleanup completed
2025-06-19 19:58:42 | __main__             | INFO     | ✓ Customer message created: John Buyer
2025-06-19 19:58:42 | __main__             | INFO     | ✓ AI response created: 0.85 confidence
2025-06-19 19:58:42 | services.excel_handler | INFO     | Loaded accounts Excel file: C:\Users\burak\PycharmProjects\FacebookMarketplaceBot\data\sample_data\sample_accounts.xlsx
2025-06-19 19:58:42 | services.excel_handler | INFO     | Successfully loaded 3 accounts
2025-06-19 19:58:42 | __main__             | INFO     | Loaded 3 test accounts
2025-06-19 19:58:42 | __main__             | INFO     | ✅ Test data loaded successfully
2025-06-19 19:58:43 | utils.browser_utils  | INFO     | Chrome WebDriver setup successful
2025-06-19 19:58:43 | __main__             | INFO     | ✓ MessageMonitor created for s*****1@gmail.com
2025-06-19 19:58:43 | __main__             | INFO     | ✓ Selectors loaded: 4 categories
2025-06-19 19:58:43 | __main__             | INFO     | ✓ FacebookBot created for s*****1@gmail.com
2025-06-19 19:58:46 | utils.browser_utils  | INFO     | Browser cleanup completed
2025-06-19 19:58:50 | __main__             | INFO     | Success Rate: 83.3%
2025-06-19 20:11:47 | services.excel_handler | INFO     | Loaded accounts Excel file: C:\Users\burak\PycharmProjects\FacebookMarketplaceBot\data\sample_data\sample_accounts.xlsx
2025-06-19 20:11:47 | services.excel_handler | INFO     | Successfully loaded 3 accounts
2025-06-19 20:11:48 | utils.browser_utils  | INFO     | Chrome WebDriver setup successful
2025-06-19 20:11:48 | __main__             | INFO     | MessageMonitor created successfully
2025-06-19 20:11:48 | services.excel_handler | INFO     | Loaded accounts Excel file: C:\Users\burak\PycharmProjects\FacebookMarketplaceBot\data\sample_data\sample_accounts.xlsx
2025-06-19 20:11:48 | services.excel_handler | INFO     | Successfully loaded 3 accounts
2025-06-19 20:11:49 | utils.browser_utils  | INFO     | Chrome WebDriver setup successful
2025-06-19 20:12:04 | utils.browser_utils  | INFO     | Browser cleanup completed
2025-06-19 20:12:08 | __main__             | INFO     | ✅ MessageMonitor tests completed successfully!
2025-06-19 20:12:10 | utils.browser_utils  | INFO     | Browser cleanup completed
2025-06-19 21:06:28 | services.llama_ai    | INFO     | ✅ Llama server connected successfully
2025-06-19 21:06:28 | __main__             | INFO     | ✓ Ollama server connected successfully
2025-06-19 21:06:30 | services.llama_ai    | INFO     | ✅ Llama server connected successfully
2025-06-19 21:06:52 | services.excel_handler | INFO     | Loaded products Excel file: C:\Users\burak\PycharmProjects\FacebookMarketplaceBot\data\sample_data\sample_products.xlsx
2025-06-19 21:06:52 | services.excel_handler | INFO     | Successfully loaded 3 products
2025-06-19 21:06:52 | __main__             | INFO     | ✓ Loaded 3 products for context
2025-06-19 21:06:52 | __main__             | INFO     | ✓ Processor created with 3 products
2025-06-19 21:06:52 | __main__             | INFO     | ✓ Initial stats: {'messages_processed': 0, 'ai_responses_sent': 0, 'escalations': 0, 'fallback_responses': 0, 'ai_service_stats': {'responses_generated': 0, 'failed_generations': 0, 'success_rate': 0, 'average_response_time': 0, 'conversations_tracked': 0}, 'products_available': 3}
2025-06-19 21:06:58 | __main__             | INFO     | ✓ Processing success rate: 100.0%
2025-06-19 21:06:59 | services.excel_handler | INFO     | Loaded accounts Excel file: C:\Users\burak\PycharmProjects\FacebookMarketplaceBot\data\sample_data\sample_accounts.xlsx
2025-06-19 21:06:59 | services.excel_handler | INFO     | Successfully loaded 3 accounts
2025-06-19 21:06:59 | __main__             | INFO     | ✓ FacebookBot instance created successfully
2025-06-19 21:06:59 | __main__             | INFO     | Success Rate: 100.0%
